id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,classe
20251128_072852.jpg_aug3,56562.0,1345.1656441688538,0.39281049974628424,0.341948310139165,2.545756797860288,0.2704920017748513,0.047113738222773996,0.00021397967218271204,0.00010029672577702735,1.4567178032487412e-08,2.073592556427259e-05,1.9202740705475946e-09,408404.7884978823,75335.24806076425,9741.267394416027,1
20251128_072852.jpg_aug4,56588.0,1328.9646337032318,0.4026311407136531,0.38415841584158417,2.483662833996214,0.2703958677347817,0.04706885654783025,0.00021690808984081657,0.00010186250654592094,1.5014952308253322e-08,2.1065660357635936e-05,-1.9509516384281964e-09,402509.00225460785,73826.8354017032,8552.748348965195,1
20251128_072955.jpg,58533.5,1746.3098675012589,0.24119691099362087,0.37777777777777777,4.145990078730518,0.22942949478570393,0.0260733298847831,0.0003800027713407248,9.701077538119322e-05,1.8405594977152308e-08,1.4662376653892608e-05,2.8579601270771795e-09,475681.5552751651,88199.83237455631,33062.93608135599,1
20251128_072955.jpg_aug0,58533.5,1746.3098675012589,0.24119691099362087,0.37777777777777777,4.145990078730518,0.22942949478570393,0.0260733298847831,0.0003800027713407248,9.701077538119322e-05,1.8405594977152308e-08,1.4662376653892608e-05,2.8579601270771795e-09,475681.5552751651,88199.83237455631,33062.93608135599,1
20251128_072955.jpg_aug1,58533.5,1746.3098675012589,0.24119691099362087,0.37777777777777777,4.145990078730518,0.22942949478570393,0.0260733298847831,0.0003800027713407248,9.701077538119322e-05,1.8405594977152308e-08,1.4662376653892608e-05,2.8579601270771795e-09,475681.5552751651,88199.83237455631,33062.93608135599,1
20251128_072955.jpg_aug2,58522.0,1834.8022890090942,0.21844920941008145,0.4781659388646288,4.577723136194834,0.2292717073270402,0.025995513703286136,0.00038290950850590743,9.837212392898442e-05,1.8890799275549836e-08,1.4935910092585442e-05,2.7658802320784637e-09,477895.9931292582,93277.72638276913,35008.36412753064,1
20251128_072955.jpg_aug3,58530.5,1768.795148730278,0.2350915510298793,0.3810483870967742,4.253662012178836,0.2293819006414144,0.026051230587039467,0.00038170381491984325,9.778974593119269e-05,1.8678214364766347e-08,1.4809822033600488e-05,-2.8413978543628126e-09,499562.31253468274,90910.6037978377,33206.66251218676,1
20251128_072955.jpg_aug4,58489.0,1734.493633031845,0.2443085354519708,0.4178794178794179,4.093184866218448,0.229163508513966,0.025956756651285818,0.0003835267231510251,9.802794325215118e-05,1.8781710013046315e-08,1.4772177795389605e-05,2.920362716276044e-09,463821.0410686432,89780.27595404675,29783.194376759027,1
20251128_073004.jpg,61110.5,1206.8742331266403,0.5272318897434372,0.345703125,1.8966986243692932,0.2508892465094688,0.03725284997142217,6.0385653381873505e-06,2.80310478791251e-06,1.1527881591647445e-11,5.410250704361123e-07,3.2861123944350715e-13,384058.3572128069,65363.27604258783,1472.9181044592617,1
20251128_073004.jpg_aug0,61080.5,1290.2955869436264,0.46103513492912607,0.4099009900990099,2.169032085057309,0.25075961600960656,0.037185681967805466,6.3050104642692096e-06,2.9265199330334723e-06,1.2565236527875054e-11,5.643094576783989e-07,3.809160584679175e-13,397794.56492013566,70604.76842396584,907.6902383079912,1
20251128_073004.jpg_aug1,61104.5,1236.4722121953964,0.5022435144593878,0.35039370078740156,1.9910660291480213,0.2508706279624703,0.037242545428616804,6.1260871763562025e-06,2.840425837389957e-06,1.184392521470668e-11,5.481544195069424e-07,3.325398753137796e-13,390852.59145232744,67281.63938678747,1298.3621845177797,1
20251128_073004.jpg_aug2,61016.0,1356.2783420085907,0.4168270972773897,0.42677824267782427,2.3990762753471397,0.2508981245643503,0.03723222814685907,4.715598750453853e-06,2.1005288221552334e-06,6.608709438344716e-12,4.051755513848815e-07,-1.7064501289793995e-13,416918.0427817918,74979.79398341701,4717.197603745078,1
20251128_073004.jpg_aug3,61095.0,1253.4844048023224,0.4886272272515941,0.3605577689243028,2.046549893719083,0.25081821811924065,0.0372164616013211,5.856775958236303e-06,2.724174214336656e-06,1.0876249192618026e-11,5.255061118058728e-07,-3.3219004011769266e-13,395112.0599652711,68791.19300678093,1348.6041284249275,1
20251128_073004.jpg_aug4,61088.5,1269.3838995695114,0.47641272637896004,0.3667334669338677,2.0990203339038325,0.2508298896050866,0.03722218205186893,6.269316492107626e-06,2.906006925622539e-06,1.2399165537468652e-11,5.606573358246548e-07,3.393640150680692e-13,397743.9082387058,69401.45011953588,1218.0326054090535,1
20251128_073014.jpg,53524.5,1473.2661494016647,0.3098846486538668,0.3111545988258317,3.2270072246043218,0.2700521612834159,0.047070020300595504,0.00021296351760966155,8.606580872374155e-05,1.1540849351419538e-08,1.744454940443533e-05,1.6052162073525483e-09,436957.7627471563,95621.42367171752,7714.666409292842,1
20251128_073014.jpg_aug0,53506.0,1533.8174459934235,0.28580182836332396,0.33134920634920634,3.498927931030433,0.26998275144144723,0.04702933491112849,0.000213133758982068,8.600913633005774e-05,1.1533663399210975e-08,1.742637488633154e-05,1.6071170461569495e-09,439372.14359242213,99300.8216848632,8515.76222426672,1
20251128_073014.jpg_aug1,53545.0,1505.1311542987823,0.2970161720263432,0.4336099585062241,3.366820039385961,0.2701851413307137,0.047145834609605274,0.00020722556342943444,8.321482365372047e-05,1.0816087079125315e-08,1.6807338229460156e-05,1.5567783108651802e-09,453252.6928381121,95587.82847153657,7942.545548637322,1
20251128_073014.jpg_aug2,53551.5,1505.3149198293686,0.296979705239351,0.41683778234086244,3.3672334585760644,0.27018720220186865,0.0471493851154549,0.000213230219837259,8.618757589659455e-05,1.1569286314663913e-08,1.7428382779624634e-05,1.6332060545508375e-09,428022.2497032134,95238.60911831998,7023.230505350652,1
20251128_073014.jpg_aug3,53533.0,1454.9890189170837,0.31776935669842593,0.4256198347107438,3.146936540356956,0.27046758573324015,0.04729277794892703,0.00020504909126446014,8.19876577910304e-05,1.0517378416176052e-08,1.6549071526454776e-05,1.5463556581681847e-09,437766.12242726143,89351.23563709704,6909.288211453783,1
20251128_073014.jpg_aug4,53508.0,1527.2144145965576,0.28828931978766925,0.40408163265306124,3.468737588810157,0.26996454048096746,0.04702595706086801,0.00020993288397853357,8.513892695630513e-05,1.1276104411117193e-08,1.7268733982461193e-05,1.5516746239865736e-09,451937.85665841267,96787.13992639584,9478.72611022465,1
20251128_073026.jpg,50208.5,1399.5849100351334,0.32209843010535577,0.291015625,3.1046410244002374,0.29473614077522037,0.06086936276369651,0.0002042793676619362,8.797084849574606e-05,1.1541808935013697e-08,1.7700687250038443e-05,2.420539987373507e-09,475669.06684795045,91563.93984010212,7589.957135663958,1
20251128_073026.jpg_aug0,50208.5,1399.5849100351334,0.32209843010535577,0.291015625,3.1046410244002374,0.29473614077522037,0.06086936276369651,0.00020427936766191797,8.797084849574911e-05,1.1541808935014786e-08,1.7700687250041747e-05,-2.420539987368754e-09,467842.65395215945,91563.93984010212,7589.957135663959,1
20251128_073026.jpg_aug1,50139.0,1377.9351961612701,0.33183939679841296,0.4342379958246347,3.013505959955333,0.29437001314045824,0.06066224591317534,0.0001993844140033847,8.677348394983396e-05,1.1185214769278965e-08,1.7557105928314895e-05,-2.272298266461206e-09,429354.43928996474,87431.18517010399,2070.4361459662055,1
20251128_073026.jpg_aug2,50157.0,1341.8519358634949,0.3500517252070988,0.34122287968441817,2.856720672947338,0.29423724857874145,0.060602436911072095,0.00019439848034391154,8.408008139477431e-05,1.0530865981295832e-08,1.701224367316952e-05,-2.156726673922315e-09,430332.7630160177,84171.4490595356,2807.852251757237,1
20251128_073026.jpg_aug3,50110.0,1534.9057586193085,0.2672826914312517,0.32665330661322645,3.7413571176089864,0.2948273614948116,0.06088580895883801,0.00021062618146463997,9.51671330219947e-05,1.3244563940079462e-08,1.9593970542984447e-05,-2.474254692987051e-09,500261.91237890575,98604.45172073902,13923.710345137813,1
20251128_073026.jpg_aug4,50208.5,1399.5849100351334,0.32209843010535577,0.291015625,3.1046410244002374,0.29473614077522037,0.06086936276369651,0.0002042793676619362,8.797084849574606e-05,1.1541808935013697e-08,1.7700687250038443e-05,2.420539987373507e-09,475669.06684795045,91563.93984010212,7589.957135663958,1
20251128_073045.jpg,56891.0,1407.650925397873,0.36079747649417565,0.3379174852652259,2.7716380106559395,0.255225308327637,0.03901589867137118,0.0003475820891377522,0.00016042778479763805,3.7868087764019136e-08,3.1203726938663296e-05,-1.0743103012502015e-09,457712.33838405536,75781.57034964283,9489.240148643887,1
20251128_073045.jpg_aug0,56860.5,1472.7463783025742,0.3294311114489744,0.34516765285996054,3.0355360050894586,0.25516003226471456,0.0389776763083712,0.00035064368054972886,0.00016162507162445505,3.846034190566174e-08,3.140845969697034e-05,-1.1166293168676142e-09,471047.1680808622,78958.17620393816,10451.22547411994,1
20251128_073045.jpg_aug1,56857.5,1523.3149198293686,0.3079060572543834,0.3717693836978131,3.2477438375751984,0.25505661938793056,0.0389308800005556,0.00034128358476791666,0.00015723920120655106,3.640872840634126e-08,3.0521680625990546e-05,-1.0868991855175194e-09,488206.55073442013,85220.3044368391,11049.082907521522,1
20251128_073045.jpg_aug2,56841.5,1437.2905346155167,0.3457691665351487,0.36381709741550694,2.8921028731992107,0.2549285948859559,0.038865598448424875,0.0003440768774334298,0.00015828757662373385,3.692331667347505e-08,3.069654742228715e-05,-1.1131877478729589e-09,462705.5878893187,80510.47653979766,7793.776057935692,1
20251128_073045.jpg_aug3,56917.0,1687.7240810394287,0.2511013056382095,0.4134419551934827,3.9824563932806263,0.2551028554749762,0.03895040201923363,0.0003334892652800979,0.00015460107535804202,3.509209440628325e-08,3.0058741383669363e-05,9.23719206436976e-10,522971.65791369614,91921.85373841086,22144.22026716291,1
20251128_073045.jpg_aug4,56826.5,1429.2316595315933,0.34958719498658025,0.4620253164556962,2.8605166732104914,0.25501839871036097,0.03890448564539935,0.00034793464657663494,0.00016067328434921826,3.797409249837896e-08,3.12010993288478e-05,1.0842103120306877e-09,439004.071317112,81092.60633564147,5412.7013540150365,1
20251128_073113.jpg,63504.0,1236.8569881916046,0.5216413032601128,0.3639921722113503,1.9170261130594504,0.2374498461678414,0.03057323391720299,8.14456396127413e-05,3.315943126842028e-05,1.7197006483653395e-09,5.776942924798743e-06,1.103124961925717e-10,391753.8656248334,62932.05811802944,3777.2367585618636,1
20251128_073113.jpg_aug0,63492.0,1246.1706964969635,0.5137759870248793,0.3659491193737769,1.9463735660179378,0.23736647771931757,0.030537914876360418,8.051517328744858e-05,3.2647126912037094e-05,1.6705063815024181e-09,5.6862999391325056e-06,1.0512087208662743e-10,393875.2322817468,63541.346588422646,3884.6807026170736,1
20251128_073113.jpg_aug1,63504.0,1236.8569881916046,0.5216413032601128,0.3639921722113503,1.9170261130594504,0.2374498461678414,0.03057323391720299,8.14456396127413e-05,3.315943126842028e-05,1.7197006483653395e-09,5.776942924798743e-06,1.103124961925717e-10,391753.8656248334,62932.05811802944,3777.2367585618636,1
20251128_073113.jpg_aug2,63121.5,1515.7169407606125,0.3452637359394307,0.45020746887966806,2.8963366143249663,0.23715244074636127,0.03037670958189368,7.845328624567848e-05,3.0772655126769303e-05,1.5082896045234523e-09,5.322594515794423e-06,1.0592192218887671e-10,441862.6730614387,82749.75083559069,10946.769064573682,1
20251128_073113.jpg_aug3,63504.0,1236.8569881916046,0.5216413032601128,0.3639921722113503,1.9170261130594504,0.2374498461678414,0.03057323391720299,8.14456396127413e-05,3.315943126842028e-05,1.7197006483653395e-09,5.776942924798743e-06,1.103124961925717e-10,391753.8656248334,62932.05811802944,3777.2367585618636,1
20251128_073113.jpg_aug4,63470.0,1295.8519358634949,0.4749715519068483,0.39763779527559057,2.105389251177975,0.23726361009910557,0.03049265168010252,7.951190190467871e-05,3.2111346995479027e-05,1.619382109545448e-09,5.589174768886214e-06,-1.016858461168852e-10,402690.09383643896,65861.36851481075,3514.929331566472,1
20251128_073218.jpg,79304.0,1302.6559777259827,0.5872803686948888,0.41796875,1.7027642218354697,0.2225142680557199,0.02397947922600714,4.36646071045421e-05,8.435261903541992e-06,1.4992360367172934e-10,1.0315273170340027e-06,6.107694766723371e-11,409329.10937044286,61007.86229851401,3419.1336943810825,1
20251128_073218.jpg_aug0,79241.5,1417.0062638521194,0.4959284369889111,0.43912175648702595,2.016419961863086,0.22264147063327697,0.024035750460188198,4.442087722382398e-05,8.461145850888523e-06,1.5092576881231378e-10,1.0192726442632212e-06,6.42572521696206e-11,435701.7303270668,65752.66380288092,2946.4540220450317,1
20251128_073218.jpg_aug1,79265.5,1342.638732790947,0.5525552684607942,0.43137254901960786,1.809773713289558,0.22246111317430228,0.023959394008996264,4.3882045114643694e-05,8.602729744689659e-06,1.5555274211183532e-10,1.062441937011959e-06,6.116673308880417e-11,417146.42740529374,62900.87319449569,3720.2404925674487,1
20251128_073218.jpg_aug2,79312.5,1351.751430630684,0.5454536191449275,0.44488977955911824,1.8333364467681699,0.22253761832416877,0.023987842199610036,4.426796048615634e-05,8.616351551471145e-06,1.562507614523138e-10,1.0596445892006257e-06,6.247811445540003e-11,418614.1708841209,63466.264428153314,3601.059532025299,1
20251128_073218.jpg_aug3,79298.5,1314.2123266458511,0.5769574209181022,0.4207436399217221,1.7332301548504523,0.22251060861868172,0.023977258947332353,4.3733720425633005e-05,8.444959710757598e-06,1.5021366518962276e-10,1.0313345061173789e-06,6.144472703801724e-11,411584.676488326,61641.47565884374,3409.103597330811,1
20251128_073218.jpg_aug4,79289.0,1339.0823838710785,0.5556588183169974,0.4251968503937008,1.7996654908291418,0.22250350150982248,0.023972730709283442,4.376011138159873e-05,8.440458349925604e-06,1.5016568849276145e-10,1.031579194192124e-06,-6.13484996051803e-11,423760.7107790905,63235.30509712826,3151.5687220407167,1
20251128_073229.jpg,61527.5,1416.8641284704208,0.38514363305907917,0.37109375,2.596433938313618,0.23954941026757517,0.03151466247861554,2.9881962457688048e-05,6.292281421894085e-06,7.113334128896177e-11,6.369057245694407e-07,4.883147966835783e-11,420092.98415112804,79539.93389929947,3137.837389694673,1
20251128_073229.jpg_aug0,61488.5,1482.6286281347275,0.3515110640736045,0.4769874476987448,2.844860666435824,0.23937108409295446,0.03142723842488099,2.9784097815226155e-05,6.395997634767178e-06,7.37430880648583e-11,6.655850971149131e-07,4.8528759748417115e-11,425949.9445920847,82606.89488354926,4120.7554633112595,1
20251128_073229.jpg_aug1,61490.0,1491.959581375122,0.3471364688317707,0.3779527559055118,2.880711448628061,0.23948670619952475,0.03148232328080006,2.936813766622123e-05,6.112307590743575e-06,6.696626916368854e-11,6.099919945661567e-07,4.713765258440258e-11,439468.70497226535,83629.04105982155,3683.052092724559,1
20251128_073229.jpg_aug2,61492.0,1538.871268749237,0.32630512875116974,0.4036144578313253,3.064616249910584,0.2394471063324597,0.031467426239422634,3.0194923117563844e-05,6.501475802565295e-06,7.620197258807772e-11,6.775221584740895e-07,4.9911818425365695e-11,439570.3115418511,85633.08012354636,6143.6154914241215,1
20251128_073229.jpg_aug3,61502.0,1539.1555395126343,0.32623765259138143,0.4842105263157895,3.0652501084922843,0.239389550657675,0.03144104345340476,3.0416244426664626e-05,6.555012178232058e-06,7.759726475932781e-11,6.864357546324607e-07,-5.045405690779457e-11,446878.78270622785,84304.18215883039,7871.770567084443,1
20251128_073229.jpg_aug4,61535.0,1411.1067690849304,0.38834017196978715,0.37109375,2.5750619487231416,0.23952136576637845,0.03150626564520294,3.0144387009148647e-05,6.338984152084865e-06,7.224408616355407e-11,6.385907968591345e-07,4.958930029626056e-11,418689.72889838123,79222.71172716306,2714.4257052501525,1
20251128_073244.jpg,52576.0,1219.7442903518677,0.4440785723001417,0.3131115459882583,2.251853753763478,0.27164862657818073,0.04756062597489729,0.00045608281533609493,0.00021920599295243562,6.93014793531991e-08,4.747180324987564e-05,1.1325261603249367e-09,385429.3086481618,66722.23104441029,5378.54431451103,1
20251128_073244.jpg_aug0,52576.0,1219.7442903518677,0.4440785723001417,0.3131115459882583,2.251853753763478,0.27164862657818073,0.04756062597489729,0.00045608281533609493,0.00021920599295243562,6.93014793531991e-08,4.747180324987564e-05,1.1325261603249367e-09,385429.3086481618,66722.23104441029,5378.54431451103,1
20251128_073244.jpg_aug1,51767.0,1474.6214878559113,0.29915877444807026,0.3131115459882583,3.3427065672565988,0.2690998772378971,0.04589791608672767,0.0004900983661440709,0.000217479689969382,7.100161664837718e-08,4.657373754454466e-05,-1.8333609784716434e-10,424142.7403705031,89480.0996750426,10500.708129652938,1
20251128_073244.jpg_aug2,51756.0,1504.2194669246674,0.28744063166128275,0.3203125,3.47897927380841,0.26905900033963387,0.0458643065392253,0.0004900648668204656,0.00021665890402774882,7.059759064357368e-08,4.638034761482736e-05,-1.9854889603393114e-10,431428.9460026993,91204.38844595982,11293.745740807894,1
20251128_073244.jpg_aug3,52576.0,1219.7442903518677,0.4440785723001417,0.3131115459882583,2.251853753763478,0.27164862657818073,0.04756062597489729,0.00045608281533609493,0.00021920599295243562,6.93014793531991e-08,4.747180324987564e-05,1.1325261603249367e-09,385429.3086481618,66722.23104441029,5378.54431451103,1
20251128_073244.jpg_aug4,52576.0,1219.7442903518677,0.4440785723001417,0.3131115459882583,2.251853753763478,0.27164862657818056,0.04756062597489736,0.0004560828153361477,0.00021920599295242407,6.930147935319767e-08,4.7471803249873164e-05,-1.1325261603229291e-09,380258.46399127005,66722.23104441029,5378.54431451103,1
20251128_073409.jpg,53623.5,1502.7219930887222,0.2984061268576705,0.30332681017612523,3.3511376275359313,0.29200028914705495,0.05821351487357079,0.001329096638891687,0.0007069303677956074,6.821304266626344e-07,0.00016373384971448362,-6.521568981708446e-08,437202.7680115943,98660.716868202,16731.697231899467,1
20251128_073409.jpg_aug0,53623.5,1502.7219930887222,0.2984061268576705,0.30332681017612523,3.3511376275359313,0.29200028914705495,0.05821351487357079,0.001329096638891687,0.0007069303677956074,6.821304266626344e-07,0.00016373384971448362,-6.521568981708446e-08,437202.7680115943,98660.716868202,16731.697231899467,1
20251128_073409.jpg_aug1,53608.5,1529.2905346155167,0.2880471075298856,0.322265625,3.47165437131233,0.2918761303456689,0.05814555111627933,0.00132385931126796,0.0007030039822063653,6.751297984050933e-07,0.00016278608902007673,6.445612147528058e-08,437795.3695712188,99645.57928698703,16206.866347728565,1
20251128_073409.jpg_aug2,53623.5,1517.4915450811386,0.29262569683931056,0.30753968253968256,3.417334877972558,0.2920173990980555,0.05822131335411191,0.0013248625106591643,0.0007053317577496985,6.787631892151436e-07,0.00016346241953296435,-6.458730674401499e-08,443157.37652554084,98966.74470378537,16830.63053791581,1
20251128_073409.jpg_aug3,53597.0,1519.8763210773468,0.29156396499386045,0.3431372549019608,3.4297791224682284,0.2916869059841471,0.05803002890153175,0.0013317427007177567,0.0007065904741354904,6.823148424396467e-07,0.00016345822861418933,6.525315090286746e-08,439142.4640819879,98762.32593844741,15915.03464037203,1
20251128_073409.jpg_aug4,53653.0,1525.1311542987823,0.2898608018451146,0.3555992141453831,3.449931807386444,0.2922969231775005,0.05840751902492434,0.0012980090482157826,0.0006905304079793766,6.507473444058478e-07,0.00016001913961654295,6.260712573458596e-08,437267.4117676733,96482.55264278613,16720.752467201874,1
20251128_073422.jpg,73427.5,1338.9574934244156,0.5146773139572737,0.40980392156862744,1.9429649857911082,0.2421436626323502,0.032375414057883176,0.0003923628628593813,7.204288350128614e-05,8.863051286908649e-09,4.472943173793541e-06,-8.25571365187375e-09,422374.8726392232,76825.72105903059,12591.900922977471,1
20251128_073422.jpg_aug0,73403.5,1388.9230035543442,0.47815674967139976,0.46153846153846156,2.0913643918803255,0.2421047472863963,0.03236013214793048,0.0003909064406630291,7.157531778554643e-05,8.743389201191786e-09,4.420806434822415e-06,-8.178727752150374e-09,429859.9455183048,78693.26148669235,13454.130787353535,1
20251128_073422.jpg_aug1,73427.5,1338.9574934244156,0.5146773139572737,0.40980392156862744,1.9429649857911082,0.2421436626323502,0.032375414057883176,0.0003923628628593813,7.204288350128614e-05,8.863051286908649e-09,4.472943173793541e-06,-8.25571365187375e-09,422374.8726392232,76825.72105903059,12591.900922977471,1
20251128_073422.jpg_aug2,73429.0,1381.3666546344757,0.4835702131227134,0.4507874015748031,2.067952021987414,0.24212693012572647,0.03236760633814622,0.0003924750687507683,7.186566052953189e-05,8.811498310069859e-09,4.435012921057688e-06,-8.248004815837204e-09,428711.4116069224,78529.81929577424,12866.982854183516,1
20251128_073422.jpg_aug3,73427.5,1338.9574934244156,0.5146773139572737,0.40980392156862744,1.9429649857911082,0.24214366263235038,0.03237541405788312,0.00039236286285942757,7.204288350128638e-05,8.863051286906395e-09,4.472943173790993e-06,8.255713651877305e-09,433151.3755028373,76825.7210590306,12591.90092297747,1
20251128_073422.jpg_aug4,73383.0,1435.7341856956482,0.44736009683343325,0.48261758691206547,2.235335710713449,0.24198073181070495,0.0322973635287257,0.00039121381092160174,7.243740247949424e-05,9.001552099107895e-09,4.618571938962649e-06,8.226132598005027e-09,450733.49977231555,81833.97418419059,12740.007616403967,1
20251128_073437.jpg,47620.5,1204.6732226610184,0.412349337428298,0.298828125,2.425128184361122,0.29626812735538594,0.05912101149205538,0.0017107296177244604,0.000982043753394889,1.2632402743817694e-06,0.00021976581958357708,-1.563445842488326e-07,375085.66395424923,74218.81157966562,7872.93618389281,1
20251128_073437.jpg_aug0,47561.0,1273.5676651000977,0.36848243719607365,0.34705882352941175,2.713833548240153,0.2954259466371805,0.05869283576419981,0.001649374842478086,0.000941124269844439,1.163511667832383e-06,0.00020998114355641993,-1.4528016119610368e-07,387330.3885522023,77873.00178017662,7909.440342565165,1
20251128_073437.jpg_aug1,47620.5,1204.6732226610184,0.412349337428298,0.298828125,2.425128184361122,0.29626812735538594,0.05912101149205538,0.0017107296177244604,0.000982043753394889,1.2632402743817694e-06,0.00021976581958357708,-1.563445842488326e-07,375085.66395424923,74218.81157966562,7872.93618389281,1
20251128_073437.jpg_aug2,47620.5,1204.6732226610184,0.412349337428298,0.298828125,2.425128184361122,0.29626812735538594,0.05912101149205538,0.0017107296177244604,0.000982043753394889,1.2632402743817694e-06,0.00021976581958357708,-1.563445842488326e-07,375085.66395424923,74218.81157966562,7872.93618389281,1
20251128_073437.jpg_aug3,47604.0,1220.714852809906,0.40144389058510505,0.306640625,2.491008141990898,0.2960097384365739,0.05899008308242921,0.0016911397266474349,0.0009696264488928591,1.2322201115014158e-06,0.00021685142861243398,1.5267178860774003e-07,382136.78146182164,74949.04785493902,7916.154290682579,1
20251128_073437.jpg_aug4,47584.5,1241.3838995695114,0.38802808237100955,0.3203125,2.577133061838187,0.29565455986969874,0.05881545262018286,0.0016580630512751042,0.0009476318810542864,1.178730544444423e-06,0.0002116462404865959,-1.4687279358395003e-07,380983.7767149672,75662.0140371765,7477.882258968196,1
